time,15cm,15cm_vel,20cm,20cm_vel,25cm,25cm_vel,30cm,30cm_vel,35cm,35cm_vel
31.05,-0.0104,0.016814815,-0.0128,0.004333333,-0.009733333,0.009518519,-0.016866667,0.000666667,-0.0102,-0.004962963
31.1,-0.0092,0.034407407,-0.0118,0.028185185,-0.008866667,0.026222222,-0.015866667,0.03237037,-0.010066667,0.013259259
31.15,-0.006866667,0.049074074,-0.0098,0.047962963,-0.007133333,0.042185185,-0.0134,0.058888889,-0.008933333,0.031740741
31.2,-0.004,0.057185185,-0.0068,0.062740741,-0.0044,0.052407407,-0.009733333,0.079333333,-0.006666667,0.045518519
31.25,-0.001,0.061,-0.003266667,0.071037037,-0.0016,0.056037037,-0.0052,0.092555556,-0.004133333,0.05362963
31.3,0.002333333,0.058777778,0.000533333,0.073074074,0.0014,0.054333333,-0.000133333,0.096962963,-0.0012,0.057925926
31.35,0.005133333,0.050407407,0.004333333,0.067777778,0.004,0.048,0.004933333,0.090851852,0.001933333,0.055592593
31.4,0.0076,0.03662963,0.007666667,0.054259259,0.0064,0.036888889,0.009333333,0.075074074,0.004666667,0.046444444
31.45,0.008933333,0.019222222,0.009933333,0.035888889,0.007866667,0.021592593,0.012733333,0.051925926,0.006733333,0.033037037
31.5,0.009533333,0.001037037,0.0114,0.014,0.0086,0.004851852,0.0148,0.022740741,0.008,0.018148148
31.55,0.009133333,-0.018666667,0.0114,-0.009296296,0.0084,-0.012814815,0.014933333,-0.005962963,0.008666667,0.000851852
31.6,0.007533333,-0.035444444,0.010333333,-0.029962963,0.007266667,-0.029037037,0.014133333,-0.033185185,0.008066667,-0.016111111
31.65,0.0054,-0.047851852,0.008333333,-0.048333333,0.005333333,-0.041333333,0.011666667,-0.060111111,0.007,-0.031555556
31.7,0.0026,-0.055888889,0.005333333,-0.062222222,0.002933333,-0.048703704,0.0078,-0.079740741,0.0048,-0.043962963
31.75,-0.000466667,-0.057444444,0.0018,-0.068814815,0.0002,-0.050037037,0.0034,-0.091740741,0.002333333,-0.050296296
31.8,-0.0034,-0.052888889,-0.0018,-0.068703704,-0.0022,-0.047518519,-0.0018,-0.093148148,-0.0004,-0.052037037
31.85,-0.005866667,-0.04462963,-0.0054,-0.060777778,-0.004666667,-0.041555556,-0.0064,-0.083185185,-0.003066667,-0.048703704
31.9,-0.008066667,-0.031555556,-0.008133333,-0.046592592,-0.0066,-0.03037037,-0.0104,-0.065703704,-0.005466667,-0.040555556
31.95,-0.0092,-0.014407407,-0.010133333,-0.029666667,-0.0078,-0.016555556,-0.0132,-0.04237037,-0.007266667,-0.028518519
32,-0.009533333,0.003555556,-0.011266667,-0.009111111,-0.008266667,-0.001925926,-0.014733333,-0.016333333,-0.008466667,-0.013111111
32.05,-0.008866667,0.021592593,-0.011066667,0.012,-0.008066667,0.013851852,-0.014866667,0.010703704,-0.008666667,0.004037037
32.1,-0.007133333,0.034851852,-0.01,0.031666667,-0.0068,0.027740741,-0.013666667,0.037444444,-0.007933333,0.018740741
32.15,-0.005266667,0.044925926,-0.0078,0.048481481,-0.005133333,0.038037037,-0.011,0.060962963,-0.006666667,0.03062963
32.2,-0.0026,0.052703704,-0.004933333,0.059888889,-0.002866667,0.044703704,-0.007333333,0.07837037,-0.0048,0.040148148
32.25,0.000333333,0.05337037,-0.001533333,0.064703704,-0.000466667,0.046518519,-0.0028,0.086925926,-0.002533333,0.046333333
32.3,0.002933333,0.048888889,0.0018,0.062888889,0.002,0.043259259,0.0018,0.085037037,6.67E-05,0.047222222
32.35,0.0054,0.039703704,0.004933333,0.055814815,0.004,0.036111111,0.006,0.075333333,0.0024,0.042851852
32.4,0.007133333,0.02562963,0.007666667,0.042185185,0.005733333,0.025740741,0.0096,0.058814815,0.004466667,0.035037037
32.45,0.007933333,0.011185185,0.0094,0.023111111,0.006733333,0.011925926,0.012066667,0.037296296,0.006133333,0.022407407
32.5,0.008266667,-0.004037037,0.009933333,0.004,0.006933333,-0.00237037,0.013466667,0.012259259,0.006733333,0.00862963
32.55,0.007666667,-0.021185185,0.0098,-0.015074074,0.006466667,-0.015962963,0.013466667,-0.016037037,0.006933333,-0.00437037
32.6,0.006066667,-0.036296296,0.0084,-0.033037037,0.005266667,-0.027555556,0.011733333,-0.041703704,0.0064,-0.018703704
32.65,0.003733333,-0.045259259,0.006333333,-0.047148148,0.003533333,-0.035111111,0.009066667,-0.061962963,0.004933333,-0.030222222
32.7,0.0014,-0.050074074,0.003533333,-0.057074074,0.0016,-0.038925926,0.005333333,-0.076407407,0.0032,-0.037814815
32.75,-0.0014,-0.050925926,0.000333333,-0.060259259,-0.000466667,-0.039666667,0.001,-0.081074074,0.001066667,-0.042518519
32.8,-0.004,-0.044962963,-0.002733333,-0.05737037,-0.002466667,-0.037481481,-0.003066667,-0.078185185,-0.001266667,-0.042185185
32.85,-0.006066667,-0.034592593,-0.005533333,-0.050222222,-0.0044,-0.031,-0.007066667,-0.068518519,-0.003333333,-0.037407407
32.9,-0.0076,-0.020777778,-0.008066667,-0.036333333,-0.005733333,-0.020592593,-0.0102,-0.051962963,-0.005133333,-0.029259259
32.95,-0.0082,-0.00562963,-0.009333333,-0.018444444,-0.006533333,-0.008259259,-0.012466667,-0.030333333,-0.0064,-0.017962963
33,-0.008066667,0.008185185,-0.009866667,-0.000666667,-0.0066,0.004925926,-0.0134,-0.005037037,-0.006933333,-0.006111111
33.05,-0.0074,0.021888889,-0.009466667,0.018111111,-0.005933333,0.015888889,-0.012933333,0.019777778,-0.007,0.005740741
33.1,-0.005933333,0.035703704,-0.007933333,0.034,-0.004933333,0.025,-0.011266667,0.04137037,-0.0064,0.018037037
33.15,-0.003533333,0.043481481,-0.005933333,0.046518518,-0.003333333,0.031444444,-0.008733333,0.060222222,-0.005133333,0.028592593
33.2,-0.0014,0.046555556,-0.003066667,0.053851852,-0.001733333,0.035851852,-0.005,0.072888889,-0.0034,0.035888889
33.25,0.001266667,0.045518519,-0.000333333,0.055703704,0.000466667,0.035481481,-0.001,0.075777778,-0.001333333,0.03837037
33.3,0.0034,0.039,0.002666667,0.053111111,0.002,0.030703704,0.0028,0.072333333,0.000533333,0.037888889
33.35,0.0052,0.030703704,0.005266667,0.043962963,0.0036,0.023888889,0.006466667,0.062518519,0.0026,0.033703704
33.4,0.0066,0.019037037,0.007133333,0.032074074,0.004533333,0.014111111,0.009333333,0.046037037,0.004066667,0.02562963
33.45,0.007266667,0.004148148,0.008666667,0.015814815,0.004933333,0.005259259,0.011266667,0.024740741,0.005266667,0.014888889
33.5,0.007066667,-0.011740741,0.008866667,-0.003407407,0.005066667,-0.003962963,0.011933333,0.000481481,0.005666667,0.001851852
33.55,0.005933333,-0.02462963,0.0082,-0.020518518,0.004666667,-0.015,0.011266667,-0.022851852,0.0054,-0.010148148
33.6,0.004466667,-0.034037037,0.006733333,-0.035333333,0.003466667,-0.024037037,0.009533333,-0.043407407,0.004533333,-0.01962963
33.65,0.002466667,-0.041148148,0.004533333,-0.046407407,0.002066667,-0.028925926,0.006733333,-0.059222222,0.003333333,-0.026555556
33.7,6.67E-05,-0.042222222,1.80E-03,-0.051111111,0.000533333,-0.031777778,0.0034,-0.069333333,0.0018,-0.031296296
33.75,-0.0018,-0.041222222,-0.000733333,-0.051407407,-0.001333333,-0.029703704,-0.000466667,-0.072592593,0.000133333,-0.033851852
33.8,-0.0042,-0.036407407,-0.003466667,-0.047851852,-0.0026,-0.024037037,-0.004266667,-0.066777778,-0.001733333,-0.033037037
33.85,-0.005666667,-0.026592593,-0.0058,-0.03837037,-0.003733333,-0.017666667,-0.007333333,-0.05537037,-0.003333333,-0.028407407
33.9,-0.006933333,-0.014703704,-0.0074,-0.026037037,-0.0044,-0.01037037,-0.009933333,-0.039814815,-0.0046,-0.022111111
33.95,-0.007266667,-0.000185185,-0.0084,-0.012703704,-0.0048,-0.002407407,-0.011666667,-0.017333333,-0.005733333,-0.011888889
34,-0.0068,0.011703704,-0.008866667,0.004259259,-0.004666667,0.006111111,-0.011666667,0.00562963,-0.005933333,0.000962963
34.05,-0.006066667,0.022703704,-0.008,0.021518518,-0.0042,0.014666667,-0.010933333,0.025666667,-0.005466667,0.010925926
34.1,-0.004533333,0.032777778,-0.006533333,0.035074074,-0.003133333,0.021555556,-0.009066667,0.043962963,-0.004733333,0.018518519
34.15,-0.0026,0.038666667,-0.004333333,0.044555556,-0.001933333,0.025666667,-0.0064,0.058333333,-0.0036,0.024962963
34.2,-0.000466667,0.039851852,-0.001866667,0.048814815,-0.0004,0.026037037,-0.002933333,0.065814815,-0.002133333,0.029037037
34.25,0.001533333,0.037148148,0.000733333,0.048444444,0.0008,0.023407407,0.000466667,0.066222222,-0.0006,0.030592593
34.3,0.0034,0.030851852,0.003133333,0.043814815,0.001933333,0.020037037,0.003933333,0.060259259,0.001,0.029592593
34.35,0.004666667,0.022703704,0.005266667,0.035222222,0.002866667,0.014888889,0.006733333,0.048333333,0.0026,0.023592593
34.4,0.005733333,0.012777778,0.006866667,0.022037037,0.0036,0.006518519,0.008933333,0.032185185,0.003533333,0.014037037
34.45,0.006133333,-0.000777778,0.007533333,0.007111111,0.003533333,-0.002296296,0.010066667,0.013074074,0.003866667,0.006407407
34.5,0.0056,-0.013222222,0.007533333,-0.007407407,0.0032,-0.008111111,0.010266667,-0.006888889,0.004133333,-0.00062963
34.55,0.004733333,-0.023888889,0.0068,-0.021629629,0.002733333,-0.013740741,0.0094,-0.026888889,0.003866667,-0.008592593
34.6,0.003,-0.030074074,0.005333333,-0.034333333,0.0018,-0.018333333,0.007466667,-0.044111111,0.003333333,-0.01737037
34.65,0.001666667,-0.034222222,0.003133333,-0.042111111,0.000866667,-0.02162963,0.004733333,-0.055666667,0.002066667,-0.024518519
34.7,-0.000466667,-0.036481481,0.000933333,-0.045111111,-0.000533333,-0.021296296,0.001733333,-0.06237037,0.000666667,-0.027185185
34.75,-0.0022,-0.034037037,-0.001466667,-0.045037037,-0.001466667,-0.016851852,-0.001733333,-0.062925926,-0.0008,-0.026296296
34.8,-0.004,-0.02837037,-0.003866667,-0.03862963,-0.002133333,-0.013222222,-0.004933333,-0.055148148,-0.002,-0.023740741
34.85,-0.005133333,-0.019962963,-0.0054,-0.029814815,-0.0028,-0.009111111,-0.007466667,-0.041962963,-0.003266667,-0.018888889
34.9,-0.006066667,-0.010733333,-0.006933333,-0.019688889,-0.003133333,-0.003977778,-0.0092,-0.027755556,-0.004,-0.012244444
34.95,-0.0062,-0.001648148,-0.0074,-0.009185185,-0.003133333,3.70E-05,-0.010133333,-0.015462963,-0.004466667,-0.005981481
35,-0.0058,0.004148148,-0.007333333,-0.002814815,-0.002933333,0.002518519,-0.0102,-0.007037037,-0.004333333,-0.000962963
